threshold,total_return,annual_return,annual_vol,sharpe,max_drawdown,n_trades,pct_in_market,accuracy,total_cost
0.5,4.213970969644085,0.24557584953755085,0.24008859993387416,1.022855102679544,-0.43463270281506117,226.0,0.9994722955145119,0.5586061246040127,0.2255
0.55,5.9113530947760085,0.2931424941632499,0.22823503305155002,1.2843886858378994,-0.35970941362586595,316.0,0.9451187335092348,0.5650474595198214,0.22650000000000003
0.6,5.788908401108185,0.2900722401522551,0.2253795017530643,1.2870391401879617,-0.3764029837193641,370.0,0.9007915567282322,0.5664909197422379,0.23650000000000002
0.65,3.8533228280528347,0.23375958602766866,0.21673942942307362,1.0785281969685905,-0.39027591709433485,402.0,0.8279683377308708,0.567240280433397,0.22850000000000004
0.7,4.079074202286245,0.24124156601471558,0.20902570914918217,1.1541238969917373,-0.38228947213566344,423.0,0.7905013192612137,0.5700934579439252,0.227
0.75,6.016547291664458,0.29574276372014174,0.19114409196702506,1.547224194463522,-0.3777664969960628,436.0,0.716622691292876,0.5758468335787923,0.22800000000000004
0.8,4.01948909856721,0.23929521997041925,0.18419265217293523,1.2991572527320427,-0.3329680050620002,449.0,0.6601583113456464,0.5707434052757794,0.23
0.85,3.084209336144222,0.20577444765915187,0.16877346609058447,1.219234589569359,-0.3275181892482142,482.0,0.5693931398416886,0.5810936051899908,0.244
0.9,2.4503292475288534,0.1790317971024784,0.15005468388984228,1.1931103545818584,-0.37622217594356433,459.0,0.49023746701846965,0.5920344456404736,0.231
0.95,1.987975821061775,0.1566883765763143,0.1277441816177659,1.2265793603434303,-0.26291958127042925,398.0,0.35356200527704484,0.608955223880597,0.199
1.0,1.2077539042858882,0.11106402363792056,0.0882803326006722,1.2580834299787729,-0.14552863528954685,270.0,0.20686015831134566,0.6326530612244898,0.135
