threshold,total_return,annual_return,annual_vol,sharpe,max_drawdown,n_trades,pct_in_market,accuracy,total_cost
0.5,10.196275487382799,0.37835259245820607,0.2273977842533232,1.6638358799341593,-0.3476156381161727,230.0,0.9994728518713759,0.5585443037974683,0.22949999999999998
0.55,9.8764626246798,0.3730564708709694,0.22086738079809018,1.6890519076332307,-0.3428676882998196,310.0,0.9515023721665788,0.5590027700831025,0.232
0.6,11.171947166734125,0.3937364943477253,0.21736494877160512,1.8114074811640468,-0.319395289847637,373.0,0.9109119662625198,0.5630787037037037,0.242
0.65,13.346246933688395,0.424500652941167,0.2093239284077088,2.0279604733690535,-0.32375257538956026,413.0,0.8502899314707433,0.5666460012399256,0.24100000000000002
0.7,13.121002905531947,0.4215091717205077,0.2041618016462514,2.06458391492279,-0.24272860015992626,442.0,0.7954665260938324,0.5712392312789927,0.24000000000000002
0.75,10.21606136742075,0.3786759200805523,0.19252957583457594,1.9668454492722502,-0.25150870623209665,452.0,0.720611491829204,0.5757132406730066,0.23600000000000002
0.8,9.28088982906023,0.36282315328836257,0.18623832232463083,1.9481659239602032,-0.233622825821874,431.0,0.6689509752240379,0.5815602836879432,0.22400000000000003
0.85,9.155717823478012,0.3606072376222964,0.17073663138731446,2.1120671919798055,-0.18968481769543244,426.0,0.5524512387981023,0.5896946564885496,0.21600000000000003
0.9,7.8078471253454715,0.3351121715771648,0.15995453364586495,2.095046410619996,-0.18094021138205396,401.0,0.48392198207696363,0.6034858387799564,0.203
0.95,4.1794048233517,0.24418764683358685,0.12962723352145641,1.8837680956383902,-0.15954880674747973,384.0,0.35951502372166577,0.6114369501466276,0.192
1.0,2.0032726343054716,0.15729565397396983,0.09927418322244233,1.5844567929762723,-0.13206897071553658,274.0,0.20822351080653664,0.610126582278481,0.137
