Date,Open,High,Low,Close,Volume
2000-01-03,92.89507962215801,92.89507962215801,90.15365653044172,91.13273620605469,8164300
2000-01-04,89.93825860782684,90.27114569607701,87.50035022622997,87.56888580322266,8089800
2000-01-05,87.68639985152653,88.6850613951683,86.00238234656197,87.7255630493164,12177900
2000-01-06,87.49055410340131,88.66544963746668,86.31565856933594,86.31565856933594,6227200
2000-01-07,87.92132559198866,91.32852172851562,87.7646728960564,91.32852172851562,8066500
2000-01-10,91.6418685913086,92.0530821042183,90.87818635304768,91.6418685913086,5741700
2000-01-11,91.36770731190084,91.54394163804896,89.91866951912745,90.54528045654297,7503700
2000-01-12,90.60403700195685,90.60403700195685,89.52704931336649,89.64453887939453,6907700
2000-01-13,90.52574770861658,91.32859340536183,89.78164681895025,90.85863494873047,5158300
2000-01-14,91.81807423550448,92.40552192735032,91.46560562039699,92.09221649169922,7437300
2000-01-18,91.07399003003935,91.87683535174041,90.97608206397824,91.36771392822266,6488500
2000-01-19,91.05442543419039,92.11183166503905,90.85860946551472,92.11183166503906,6157900
2000-01-20,92.09224334940804,92.09224334940804,90.11450221007351,90.70195007324219,5800100
2000-01-21,91.17191596301487,91.17191596301487,90.27116249774453,90.50614166259766,6244800
2000-01-24,91.26981983851601,91.38730941565206,87.35350060064792,87.94094848632812,7896900
2000-01-25,88.04865823407259,88.93962097167969,87.09895070057931,88.93962097167969,9942500
2000-01-26,88.3521315654648,88.69480938071206,87.78426547162648,88.2346420288086,5158100
2000-01-27,88.88085582039572,89.11583495012579,86.55064611723928,87.88219451904297,10922700
2000-01-28,87.37311863131553,87.76475071841243,84.92541808696,85.14081573486328,11916200
2000-01-31,85.10158715117848,87.51991343124533,84.59246582905914,87.45137786865234,10768700
2000-02-01,87.56894823569152,88.78300789369976,86.80526554758956,88.31304931640625,8419900
2000-02-02,88.52840572149287,89.13543526747083,87.96053937202964,88.3913345336914,6205900
2000-02-03,88.27383181748043,89.76203306373786,87.72554714780664,89.72286987304688,7997500
2000-02-04,89.72284212766601,90.23196344921105,89.05706809179944,89.35079193115234,4925400
2000-02-07,89.331242324387,89.46831349849282,88.62630485755713,89.21375274658203,5845800
2000-02-08,90.21241311213318,90.58446343753594,89.99701555532106,90.42781066894531,4936400
2000-02-09,90.52569601847466,90.52569601847466,88.51858292267245,88.52837371826172,8511500
2000-02-10,88.7437759163627,89.33122368279935,88.27381770321338,88.7046127319336,6690600
2000-02-11,88.88083971014105,88.93958448192566,86.4918856575662,86.9030990600586,9849800
2000-02-14,87.5884810724566,87.5884810724566,86.6681460377136,87.41224670410156,8528800
2000-02-15,87.25559957844169,88.48924023675448,86.34505528302034,88.401123046875,11078300
2000-02-16,87.96052820219411,88.31299692606756,86.9716576157714,87.09893798828125,8845400
2000-02-17,87.99968190338652,87.99968190338652,86.60938875360004,86.64855194091797,7584200
2000-02-18,87.02060904205533,87.02060904205533,84.3575120956738,84.7883071899414,9409200
2000-02-22,84.70999293891498,85.43451206483728,83.67216824502628,84.57292175292969,16415400
2000-02-23,84.98413864589665,86.13945297311045,84.27920109030856,85.57158660888672,12119000
2000-02-24,85.6498875945375,85.86528511706605,83.3980044044662,83.84838104248047,17375000
2000-02-25,84.71001195868476,85.66951047601614,83.41762620064657,83.54490661621094,10559900
2000-02-28,83.57427392824732,85.64992365561241,83.16306030301462,85.29745483398438,13397800
2000-02-29,85.25826757829154,86.11985778808594,85.06245162152008,86.11985778808594,8242500
2000-03-01,86.23736127935199,87.09895162819201,85.98280049446743,86.7464828491211,6868000
2000-03-02,86.90312954493685,87.17727190943192,86.06112085398772,86.80522155761719,7600200
2000-03-03,87.99967828485372,88.80252359185839,87.54930164921696,88.43047332763672,12770300
2000-03-06,88.234659979723,88.56754706797318,86.94227481357527,87.56888580322266,11967100
2000-03-07,87.72555242418196,87.82346040679823,84.72956815612396,85.87509155273438,20062000
2000-03-08,85.51282665130755,86.37441684426783,84.61207326775816,85.76738739013672,11808500
2000-03-09,86.00236167332294,88.2738265991211,85.297424282558,88.2738265991211,5500900
2000-03-10,87.84301144602468,88.97874364929473,87.43179806208207,87.80384826660156,7924600
2000-03-13,85.64987571742112,88.01924813667306,85.02326482968508,86.84435272216797,10540500
2000-03-14,87.2752308230387,87.7843526541805,85.31706993403178,85.61079406738281,8263900
